"ord_id","prod_id","ship_id","vendas","descontos","qtd_unidades","profit","shipping_cost","base_margin","venda_por_unidade","lucro_por_unidade","custo_por_unidade","custo_implicito"
Ord_5077,Prod_3,SHP_7090,737.25,0.08,46,-199.13,13.18,0.37,16.027173913043477,-4.328913043478261,0.28652173913043477,864.22
Ord_4756,Prod_3,SHP_6629,122.99,0.0,37,21.48,1.49,0.36,3.324054054054054,0.5805405405405406,0.04027027027027027,100.02
Ord_1850,Prod_4,SHP_2544,714.391,0.0,12,-62.33,8.99,0.58,59.53258333333333,-5.194166666666667,0.7491666666666666,767.731
Ord_1946,Prod_5,SHP_2664,1554.21,0.08,38,114.45,8.66,0.76,40.900263157894734,3.011842105263158,0.22789473684210526,1306.7631999999999
Ord_1946,Prod_4,SHP_2793,1295.502,0.01,22,224.86,3.99,0.59,58.88645454545454,10.22090909090909,0.18136363636363637,1053.6969799999997
Ord_1907,Prod_6,SHP_2614,98.66,0.1,5,-19.52,9.03,0.37,19.732,-3.904,1.8059999999999998,99.28399999999999
Ord_1907,Prod_17,SHP_4129,2215.96,0.0,18,-101.66,56.14,0.39,123.10888888888888,-5.647777777777778,3.118888888888889,2261.48
Ord_3005,Prod_17,SHP_4159,1341.31,0.05,13,5.55,19.99,0.52,103.1776923076923,0.4269230769230769,1.5376923076923075,1248.7045
Ord_4632,Prod_13,SHP_6451,28.55,0.01,6,-4.5,1.6,0.58,4.758333333333334,-0.75,0.26666666666666666,31.1645
Ord_4568,Prod_5,SHP_6356,321.63,0.04,23,73.7,5.0,0.49,13.98391304347826,3.2043478260869565,0.21739130434782608,230.0648
Ord_1584,Prod_3,SHP_2189,129.06,0.1,27,-75.13,4.97,0.38,4.78,-2.7825925925925925,0.18407407407407406,186.314
Ord_2635,Prod_3,SHP_3605,94.39,0.04,12,-29.49,6.05,0.39,7.865833333333334,-2.4575,0.5041666666666667,114.0544
Ord_2735,Prod_5,SHP_3751,307.46,0.02,20,4.91,7.4,0.48,15.373,0.2455,0.37,289.00079999999997
Ord_1584,Prod_8,SHP_2189,1236.64,0.01,43,518.81,1.99,0.4,28.75906976744186,12.065348837209301,0.04627906976744186,703.4736
Ord_4044,Prod_5,SHP_5634,832.14,0.04,37,175.07,8.99,0.44,22.49027027027027,4.731621621621621,0.242972972972973,614.7944
Ord_4059,Prod_5,SHP_5661,401.39,0.03,49,161.95,0.96,0.43,8.191632653061225,3.305102040816326,0.019591836734693877,226.43830000000003
Ord_4008,Prod_15,SHP_5579,3041.33,0.02,23,-260.41,30.0,0.78,132.2317391304348,-11.32217391304348,1.3043478260869565,3210.9134
Ord_4088,Prod_3,SHP_5699,221.06,0.02,45,-124.28,5.42,0.37,4.912444444444445,-2.7617777777777777,0.12044444444444444,335.4988
Ord_4063,Prod_3,SHP_5666,71.45,0.03,20,-92.95,6.27,0.4,3.5725000000000002,-4.6475,0.3135,155.9865
Ord_4059,Prod_14,SHP_5659,14981.74,0.02,49,-1791.5,11.64,0.5,305.74979591836734,-36.56122448979592,0.23755102040816328,16461.9652
Ord_587,Prod_1,SHP_798,7807.45,0.02,46,1660.15,19.99,0.66,169.7271739130435,36.09021739130435,0.4345652173913043,5971.161
Ord_573,Prod_12,SHP_778,128.0,0.09,48,45.51,0.5,0.38,2.6666666666666665,0.948125,0.010416666666666666,70.47
Ord_573,Prod_6,SHP_779,252.66,0.02,5,32.86,5.81,0.38,50.532,6.572,1.162,208.9368
Ord_592,Prod_4,SHP_808,1529.014,0.07,17,14.01,8.99,0.57,89.942,0.8241176470588235,0.5288235294117647,1398.98302
Ord_4126,Prod_11,SHP_5748,6005.21,0.08,21,-450.7,54.12,0.76,285.96238095238095,-21.461904761904762,2.577142857142857,5921.3732
Ord_4123,Prod_8,SHP_5744,1032.97,0.07,39,397.15,1.99,0.4,26.486410256410256,10.183333333333334,0.05102564102564103,561.5221
Ord_4123,Prod_1,SHP_5745,324.83,0.05,13,-426.54,45.0,0.61,24.986923076923077,-32.81076923076923,3.4615384615384617,690.1285
Ord_506,Prod_1,SHP_683,760.85,0.03,50,-109.1,4.53,0.81,15.217,-2.182,0.0906,842.5945
Ord_544,Prod_6,SHP_739,1150.3,0.1,26,418.19,5.81,0.38,44.24230769230769,16.084230769230768,0.22346153846153843,611.27
Ord_523,Prod_7,SHP_708,57.24,0.04,40,-14.1,0.7,0.81,1.431,-0.3525,0.017499999999999998,68.3504
Ord_544,Prod_8,SHP_738,271.14,0.05,33,29.21,1.99,0.52,8.216363636363637,0.8851515151515151,0.0603030303030303,226.38299999999995
Ord_515,Prod_8,SHP_694,162.25,0.05,32,-43.21,2.39,0.72,5.0703125,-1.3503125,0.0746875,194.9575
Ord_506,Prod_8,SHP_682,1699.52,0.04,40,734.75,1.99,0.44,42.488,18.36875,0.04975,894.7991999999999
Ord_519,Prod_13,SHP_698,139.86,0.07,48,9.59,1.01,0.55,2.9137500000000003,0.19979166666666667,0.021041666666666667,119.46980000000002
Ord_1089,Prod_9,SHP_1504,159.05,0.04,27,21.46,2.5,0.36,5.890740740740741,0.7948148148148149,0.09259259259259259,128.728
Ord_1135,Prod_5,SHP_1565,1370.49,0.08,40,-244.63,19.99,0.55,34.26225,-6.11575,0.49974999999999997,1485.4908
Ord_1141,Prod_1,SHP_1574,411.56,0.09,46,-188.02,7.28,0.57,8.94695652173913,-4.087391304347826,0.1582608695652174,555.2596000000001
Ord_1089,Prod_2,SHP_1503,367.96,0.06,43,-16.11,3.5,0.58,8.557209302325582,-0.37465116279069766,0.08139534883720931,358.4924
Ord_1081,Prod_4,SHP_1494,2853.8835,0.06,27,492.24,7.69,0.58,105.69938888888889,18.23111111111111,0.28481481481481485,2182.7204899999997
Ord_1137,Prod_3,SHP_1567,195.51,0.03,26,-105.72,7.72,0.38,7.519615384615384,-4.0661538461538465,0.2969230769230769,287.6447
Ord_1089,Prod_2,SHP_1502,9046.33,0.0,46,1398.03,55.24,0.57,196.65934782608696,30.39195652173913,1.2008695652173913,7593.06
Ord_1137,Prod_5,SHP_1568,377.13,0.02,38,-10.29,6.02,0.48,9.924473684210525,-0.2707894736842105,0.15842105263157893,373.85740000000004
Ord_1120,Prod_1,SHP_1546,1455.04,0.06,9,-7.58,19.99,0.66,161.67111111111112,-0.8422222222222222,2.221111111111111,1355.3275999999998
Ord_1089,Prod_12,SHP_1505,116.14,0.01,39,50.44,0.5,0.36,2.977948717948718,1.2933333333333332,0.01282051282051282,64.0386
Ord_5451,Prod_6,SHP_7620,56.5,0.02,8,-17.16,5.19,0.37,7.0625,-2.145,0.64875,67.34
Ord_5382,Prod_3,SHP_7516,398.86,0.08,46,-26.45,5.6,0.36,8.67086956521739,-0.575,0.1217391304347826,387.8012
Ord_5451,Prod_5,SHP_7618,481.23,0.07,50,-409.24,12.52,0.57,9.624600000000001,-8.184800000000001,0.2504,844.2639
Ord_5447,Prod_6,SHP_7612,816.65,0.09,37,-182.8,16.87,0.39,22.07162162162162,-4.940540540540541,0.45594594594594595,909.0815
Ord_5416,Prod_2,SHP_7562,25.27,0.01,5,-19.93,5.13,0.59,5.054,-3.9859999999999998,1.026,39.8173
Ord_5382,Prod_12,SHP_7517,109.18,0.09,44,37.17,0.5,0.39,2.4813636363636364,0.8447727272727273,0.011363636363636364,61.683800000000005
Ord_5451,Prod_6,SHP_7619,265.39,0.1,41,-237.01,9.54,0.37,6.472926829268292,-5.780731707317073,0.23268292682926828,466.321
Ord_5382,Prod_6,SHP_7516,28.59,0.05,5,-14.33,4.7,0.38,5.718,-2.866,0.9400000000000001,36.7905
Ord_5416,Prod_4,SHP_7564,507.5605,0.04,6,-258.23,4.9,0.56,84.59341666666667,-43.038333333333334,0.8166666666666668,740.58808
Ord_5409,Prod_6,SHP_7553,816.11,0.04,43,66.14,9.54,0.37,18.979302325581397,1.538139534883721,0.22186046511627905,707.7856
Ord_5464,Prod_5,SHP_7634,1333.19,0.01,22,331.48,12.23,0.64,60.599545454545456,15.067272727272728,0.5559090909090909,976.1481000000001
Ord_5460,Prod_10,SHP_7629,10318.72,0.01,43,1445.36,60.2,0.56,239.97023255813951,33.61302325581395,1.4000000000000001,8709.972799999998
Ord_5447,Prod_6,SHP_7611,109.87,0.05,21,-98.17,7.54,0.38,5.2319047619047625,-4.674761904761905,0.35904761904761906,195.00650000000002
Ord_4125,Prod_5,SHP_5747,54.28,0.01,6,-11.98,5.22,0.6,9.046666666666667,-1.9966666666666668,0.87,60.49720000000001
Ord_4133,Prod_1,SHP_5755,292.11,0.04,18,-91.95,10.68,0.58,16.228333333333335,-5.108333333333333,0.5933333333333333,361.6956
Ord_1147,Prod_5,SHP_1581,244.85,0.06,14,38.06,8.99,0.47,17.489285714285714,2.718571428571429,0.6421428571428571,183.10899999999998
Ord_1145,Prod_12,SHP_1579,48.37,0.02,16,18.02,0.5,0.36,3.023125,1.12625,0.03125,28.8826
Ord_1347,Prod_8,SHP_1851,4335.34,0.07,46,524.09,19.99,0.52,94.24652173913044,11.393260869565218,0.4345652173913043,3487.7862
Ord_1467,Prod_3,SHP_2028,299.68,0.06,35,-29.36,5.6,0.36,8.562285714285714,-0.8388571428571429,0.16,305.4592
Ord_1571,Prod_9,SHP_2168,32.49,0.08,3,-5.05,1.39,0.35,10.83,-1.6833333333333333,0.4633333333333333,33.5508
Ord_1347,Prod_4,SHP_1852,1150.5345,0.01,15,361.65,1.25,0.39,76.7023,24.11,0.08333333333333333,776.129155
Ord_1344,Prod_3,SHP_1847,218.77,0.03,38,-188.13,7.78,0.37,5.757105263157895,-4.95078947368421,0.20473684210526316,392.55690000000004
Ord_1571,Prod_3,SHP_2167,188.34,0.04,36,-110.16,5.74,0.36,5.2316666666666665,-3.06,0.15944444444444444,285.2264
Ord_1571,Prod_4,SHP_2167,1493.858,0.02,26,183.24,8.8,0.58,57.45607692307692,7.047692307692308,0.3384615384615385,1271.94084
Ord_1038,Prod_11,SHP_1433,5723.24,0.0,37,-194.97,51.92,0.69,154.68216216216214,-5.269459459459459,1.4032432432432433,5866.29
Ord_1049,Prod_3,SHP_1448,42.67,0.06,10,-12.72,2.99,0.37,4.267,-1.272,0.29900000000000004,49.8398
Ord_1062,Prod_3,SHP_1468,85.77,0.03,27,-102.02,5.44,0.36,3.1766666666666663,-3.7785185185185184,0.20148148148148148,179.7769
Ord_1038,Prod_5,SHP_1432,3367.24,0.07,44,-1183.69,48.2,0.74,76.5281818181818,-26.902045454545455,1.0954545454545455,4267.0232
Ord_1062,Prod_3,SHP_1468,149.31,0.0,13,7.77,5.14,0.36,11.485384615384616,0.5976923076923076,0.39538461538461533,136.4
Ord_1067,Prod_1,SHP_1474,7333.45,0.07,27,-207.28,35.0,0.8,271.60925925925926,-7.677037037037037,1.2962962962962963,6992.3885
Ord_1061,Prod_8,SHP_1467,333.3,0.03,15,71.04,1.99,0.43,22.220000000000002,4.736000000000001,0.13266666666666665,250.27099999999996
Ord_1139,Prod_8,SHP_1571,69.66,0.07,40,-51.42,1.99,0.51,1.7414999999999998,-1.2855,0.04975,114.21379999999999
Ord_1105,Prod_5,SHP_1526,108.73,0.04,16,-22.21,5.22,0.6,6.795625,-1.388125,0.32625,121.3708
Ord_1116,Prod_13,SHP_1542,94.39,0.07,33,12.31,0.7,0.56,2.8603030303030303,0.37303030303030305,0.02121212121212121,74.7727
Ord_1093,Prod_13,SHP_1509,113.09,0.04,39,29.76,0.81,0.4,2.89974358974359,0.7630769230769231,0.02076923076923077,77.9964
Ord_5370,Prod_9,SHP_7500,1527.42,0.04,25,326.4,19.99,0.38,61.0968,13.056,0.7996,1119.9332
Ord_5491,Prod_3,SHP_7673,22.89,0.08,6,-2.66,1.49,0.38,3.815,-0.44333333333333336,0.24833333333333332,22.228800000000003
Ord_5412,Prod_6,SHP_7557,121.26,0.0,3,-12.52,7.5,0.38,40.42,-4.173333333333333,2.5,126.28
Ord_5386,Prod_3,SHP_7521,49.23,0.01,21,-77.71,4.77,0.4,2.3442857142857143,-3.70047619047619,0.22714285714285712,121.67769999999999
Ord_5393,Prod_6,SHP_7531,186.79,0.09,30,-88.6,6.35,0.37,6.226333333333333,-2.953333333333333,0.21166666666666664,252.22889999999998
Ord_5478,Prod_5,SHP_7653,255.65,0.0,47,-148.8,5.71,0.54,5.43936170212766,-3.1659574468085108,0.12148936170212767,398.74
Ord_5412,Prod_8,SHP_7557,955.46,0.03,19,-79.05,6.5,0.73,50.28736842105263,-4.160526315789474,0.34210526315789475,999.3462
Ord_5491,Prod_9,SHP_7674,271.85,0.03,18,109.19,1.39,0.38,15.10277777777778,6.066111111111111,0.07722222222222222,153.11450000000002
Ord_4945,Prod_6,SHP_6899,92.07,0.09,14,-64.5,7.86,0.37,6.576428571428571,-4.607142857142857,0.5614285714285715,140.4237
Ord_4945,Prod_2,SHP_6898,1058.82,0.02,8,211.73,0.99,0.55,132.3525,26.46625,0.12375,824.9235999999999
Ord_4931,Prod_16,SHP_6880,200.41,0.05,19,-23.65,4.68,0.59,10.547894736842105,-1.2447368421052631,0.24631578947368418,209.3595
Ord_4897,Prod_5,SHP_6830,215.52,0.02,14,75.83,5.0,0.49,15.394285714285715,5.416428571428571,0.35714285714285715,130.37960000000004
Ord_4938,Prod_13,SHP_6889,52.62,0.01,22,-4.64,1.12,0.58,2.3918181818181816,-0.2109090909090909,0.05090909090909091,55.6138
Ord_4929,Prod_6,SHP_6876,318.28,0.08,39,114.95,1.69,0.38,8.16102564102564,2.9474358974358976,0.043333333333333335,176.17759999999998
Ord_691,Prod_3,SHP_6760,729.83,0.07,34,-135.1,15.1,0.38,21.46558823529412,-3.9735294117647055,0.4441176470588235,798.7419
Ord_4929,Prod_3,SHP_6877,289.53,0.08,34,46.97,2.99,0.39,8.515588235294118,1.381470588235294,0.08794117647058824,216.40759999999997
Ord_691,Prod_8,SHP_6761,1083.19,0.03,36,214.61,5.5,0.51,30.088611111111113,5.961388888888889,0.1527777777777778,830.5843000000001
Ord_4897,Prod_7,SHP_6831,10.46,0.0,8,-0.89,0.7,0.38,1.3075,-0.11125,0.0875,10.650000000000002
Ord_4929,Prod_13,SHP_6878,322.8,0.06,45,53.15,2.35,0.47,7.173333333333334,1.181111111111111,0.052222222222222225,247.932
Ord_4851,Prod_4,SHP_6771,4279.24,0.06,25,890.18,5.26,0.56,171.1696,35.6072,0.2104,3127.0456
Ord_4938,Prod_8,SHP_6889,20.25,0.1,4,-22.13,2.39,0.72,5.0625,-5.5325,0.5975,37.965
Ord_688,Prod_4,SHP_943,2051.016,0.02,36,483.97,3.99,0.59,56.97266666666667,13.443611111111112,0.11083333333333334,1522.03568
Ord_4851,Prod_3,SHP_6769,212.57,0.09,38,9.49,2.99,0.38,5.593947368421053,0.24973684210526317,0.0786842105263158,180.95869999999996
Ord_478,Prod_4,SHP_644,4711.244,0.06,36,1380.32,3.9,0.55,130.86788888888887,38.34222222222222,0.10833333333333334,3044.34936
Ord_471,Prod_2,SHP_633,642.8,0.08,44,-253.11,13.32,0.43,14.609090909090908,-5.7525,0.30272727272727273,831.1659999999999
Ord_491,Prod_8,SHP_660,983.78,0.04,31,43.72,6.5,0.64,31.73483870967742,1.4103225806451614,0.20967741935483872,894.2088
Ord_414,Prod_5,SHP_557,14.4,0.1,1,-7.39,2.85,0.55,14.4,-7.39,2.85,17.5
Ord_420,Prod_5,SHP_564,2470.84,0.05,49,25.04,18.45,0.65,50.42530612244898,0.5110204081632653,0.3765306122448979,2303.8080000000004
Ord_364,Prod_13,SHP_485,109.49,0.04,31,26.09,0.85,0.48,3.5319354838709676,0.8416129032258064,0.027419354838709678,78.1704
Ord_422,Prod_5,SHP_566,26.68,0.04,1,-10.74,3.63,0.52,26.68,-10.74,3.63,32.7228
Ord_420,Prod_8,SHP_564,322.03,0.06,41,-82.83,2.83,0.77,7.854390243902438,-2.020243902439024,0.06902439024390244,382.7082
Ord_354,Prod_8,SHP_469,1423.35,0.1,36,-580.32,19.99,0.77,39.537499999999994,-16.12,0.5552777777777778,1841.3449999999998
Ord_420,Prod_13,SHP_564,15.26,0.01,2,-7.51,1.5,0.48,7.63,-3.755,0.75,21.1174
Ord_420,Prod_4,SHP_564,5250.6625,0.1,39,930.99,8.99,0.57,134.6323717948718,23.87153846153846,0.23051282051282052,3785.616250000001
Ord_4834,Prod_6,SHP_6739,51.56,0.09,14,-1.06,1.93,0.35,3.682857142857143,-0.07571428571428572,0.13785714285714284,46.049600000000005
Ord_4640,Prod_16,SHP_6462,55.44,0.09,16,-21.91,1.32,0.83,3.465,-1.369375,0.0825,71.0404
Ord_4640,Prod_1,SHP_6463,174.62,0.1,18,-119.77,9.45,0.6,9.70111111111111,-6.653888888888889,0.5249999999999999,267.478
Ord_4706,Prod_6,SHP_6567,32.5,0.03,5,-16.67,5.61,0.4,6.5,-3.3340000000000005,1.122,42.585
Ord_4640,Prod_7,SHP_6462,179.98,0.01,21,38.7,2.82,0.4,8.57047619047619,1.842857142857143,0.13428571428571429,136.66019999999997
Ord_1831,Prod_8,SHP_6459,39.01,0.07,7,-38.44,4.32,0.64,5.572857142857143,-5.491428571428571,0.6171428571428572,70.3993
Ord_4639,Prod_12,SHP_6461,117.77,0.08,33,47.98,0.5,0.37,3.568787878787879,1.4539393939393939,0.015151515151515152,59.8684
Ord_4639,Prod_15,SHP_6460,4768.59,0.01,45,-593.8,45.0,0.69,105.96866666666666,-13.195555555555554,1.0,5269.7041
Ord_1831,Prod_5,SHP_2525,62.03,0.09,6,17.31,6.02,0.48,10.338333333333333,2.885,1.0033333333333332,33.1173
Ord_1862,Prod_6,SHP_2556,570.43,0.07,49,78.89,5.43,0.36,11.64142857142857,1.61,0.11081632653061224,446.1799
Ord_1862,Prod_16,SHP_2556,100.08,0.08,49,-85.58,2.56,0.55,2.042448979591837,-1.746530612244898,0.052244897959183675,175.09359999999998
Ord_1969,Prod_13,SHP_2693,104.97,0.07,39,3.21,0.93,0.54,2.6915384615384617,0.0823076923076923,0.023846153846153847,93.4821
Ord_1929,Prod_15,SHP_2779,5369.46,0.07,19,-439.62,57.0,0.78,282.60315789473685,-23.137894736842107,3.0,5376.217799999999
Ord_1929,Prod_8,SHP_2643,175.08,0.07,35,-168.72,5.14,0.79,5.002285714285715,-4.820571428571428,0.14685714285714285,326.4044
Ord_1862,Prod_11,SHP_2822,5740.624,0.09,35,-526.48,29.1,0.68,164.01782857142857,-15.042285714285715,0.8314285714285715,5721.3478399999985
Ord_1969,Prod_13,SHP_4116,129.3,0.02,20,40.2,1.22,0.4,6.465000000000001,2.0100000000000002,0.061,85.29400000000001
Ord_2279,Prod_15,SHP_3111,1466.95,0.02,12,-64.14,30.0,0.64,122.24583333333334,-5.345,2.5,1471.7510000000002
Ord_2279,Prod_17,SHP_3112,440.23,0.09,33,-37.94,7.51,0.39,13.340303030303032,-1.1496969696969697,0.22757575757575757,431.0393
Ord_4357,Prod_13,SHP_6075,103.87,0.1,26,15.42,1.2,0.44,3.995,0.5930769230769231,0.04615384615384615,76.863
Ord_4414,Prod_1,SHP_6151,1733.1,0.09,18,-505.69,35.0,,96.28333333333333,-28.093888888888888,1.9444444444444444,2047.811
Ord_4524,Prod_11,SHP_6296,2339.84,0.05,39,-1730.3,69.0,0.68,59.99589743589744,-44.36666666666667,1.7692307692307692,3884.148
Ord_4414,Prod_4,SHP_6152,3448.6455,0.02,31,900.41,8.99,0.55,111.24662903225807,29.04548387096774,0.29,2470.2725900000005
Ord_4524,Prod_6,SHP_6295,388.13,0.04,18,40.11,8.32,0.39,21.56277777777778,2.2283333333333335,0.46222222222222226,324.1748
Ord_4553,Prod_3,SHP_6336,247.34,0.04,6,63.61,2.99,0.35,41.223333333333336,10.601666666666667,0.49833333333333335,170.84640000000002
Ord_5066,Prod_8,SHP_7072,744.0,0.04,37,215.8,1.99,0.48,20.10810810810811,5.832432432432433,0.05378378378378378,496.45
Ord_5062,Prod_13,SHP_7068,1406.49,0.02,47,332.52,6.17,0.55,29.925319148936172,7.074893617021276,0.13127659574468084,1039.6702
Ord_5073,Prod_9,SHP_7083,741.57,0.1,49,352.41,1.39,0.38,15.134081632653062,7.192040816326531,0.028367346938775507,313.613
Ord_5062,Prod_16,SHP_7068,587.71,0.09,49,26.28,3.14,0.6,11.994081632653062,0.5363265306122449,0.06408163265306123,505.39610000000005
Ord_5067,Prod_8,SHP_7075,279.43,0.0,32,48.47,1.99,0.49,8.7321875,1.5146875,0.0621875,228.97
Ord_5066,Prod_4,SHP_7073,388.8665,0.01,12,103.05,0.99,0.35,32.405541666666664,8.5875,0.0825,280.93783499999995
Ord_5067,Prod_1,SHP_7075,515.22,0.03,5,-152.54,19.99,0.79,103.04400000000001,-30.508,3.9979999999999998,632.3134
Ord_5072,Prod_6,SHP_7082,260.13,0.0,36,-133.98,8.19,0.37,7.225833333333333,-3.7216666666666662,0.22749999999999998,385.91999999999996
Ord_5060,Prod_17,SHP_7064,2088.5,0.08,41,675.07,10.17,0.37,50.9390243902439,16.465121951219512,0.24804878048780488,1236.1799999999998
Ord_5060,Prod_8,SHP_7063,81.56,0.08,8,-7.23,1.99,0.41,10.195,-0.90375,0.24875,80.27520000000001
Ord_5060,Prod_11,SHP_7066,3753.72,0.05,26,-556.25,52.42,0.74,144.37384615384616,-21.39423076923077,2.016153846153846,4069.8639999999996
Ord_5060,Prod_1,SHP_7065,2126.72,0.05,34,150.04,6.88,0.73,62.550588235294114,4.412941176470588,0.2023529411764706,1863.4639999999997
Ord_5061,Prod_13,SHP_7067,26.09,0.08,9,-1.76,0.93,0.54,2.898888888888889,-0.19555555555555557,0.10333333333333333,24.832800000000002
Ord_5073,Prod_13,SHP_7084,10.39,0.1,6,-3.24,0.7,0.56,1.7316666666666667,-0.54,0.11666666666666665,11.891000000000002
Ord_817,Prod_5,SHP_1123,184.07,0.04,8,75.63,7.58,0.51,23.00875,9.45375,0.9475,93.49719999999999
Ord_873,Prod_12,SHP_1200,87.68,0.03,29,23.14,0.99,0.36,3.0234482758620693,0.7979310344827586,0.03413793103448276,60.91960000000002
Ord_873,Prod_11,SHP_1201,3732.25,0.1,46,-1255.86,60.0,0.56,81.13586956521739,-27.301304347826086,1.3043478260869565,4554.885
Ord_847,Prod_1,SHP_1168,238.25,0.05,24,-83.55,7.28,0.57,9.927083333333334,-3.4812499999999997,0.30333333333333334,302.6075
Ord_464,Prod_8,SHP_623,638.72,0.04,20,-130.88,5.5,0.75,31.936,-6.544,0.275,738.5512
Ord_453,Prod_6,SHP_607,33.64,0.01,3,-22.45,11.15,0.37,11.213333333333333,-7.483333333333333,3.716666666666667,44.6036
Ord_385,Prod_5,SHP_514,178.4,0.04,16,20.08,5.16,0.57,11.15,1.255,0.3225,146.024
Ord_385,Prod_13,SHP_515,115.01,0.03,40,5.81,1.34,0.45,2.8752500000000003,0.14525,0.0335,104.4097
Ord_3689,Prod_1,SHP_5114,3500.49,0.09,32,230.64,8.64,0.78,109.3903125,7.2075,0.27,2946.1659
Ord_1906,Prod_17,SHP_2613,183.32,0.04,11,-61.1,9.4,0.49,16.665454545454544,-5.554545454545455,0.8545454545454546,227.6872
Ord_1941,Prod_1,SHP_2658,2651.23,0.09,27,-741.81,35.0,0.82,98.1937037037037,-27.474444444444444,1.2962962962962963,3119.4293
Ord_1909,Prod_5,SHP_2616,1060.34,0.04,42,-174.94,15.68,0.62,25.246190476190474,-4.165238095238095,0.37333333333333335,1177.1864
Ord_1906,Prod_5,SHP_2751,194.11,0.03,8,87.66,8.99,0.44,24.26375,10.9575,1.12375,91.63670000000002
Ord_1805,Prod_8,SHP_2498,281.84,0.1,17,-99.55,4.0,0.79,16.578823529411764,-5.855882352941176,0.23529411764705882,349.20599999999996
Ord_1909,Prod_1,SHP_2752,167.53,0.03,11,-40.94,7.69,0.57,15.23,-3.7218181818181817,0.6990909090909091,195.7541
Ord_2042,Prod_5,SHP_2792,2208.31,0.04,48,569.08,4.8,0.68,46.006458333333335,11.855833333333335,0.09999999999999999,1546.0976
Ord_2048,Prod_5,SHP_2799,63.93,0.03,4,40.63,6.02,0.48,15.9825,10.1575,1.505,15.362099999999991
Ord_1952,Prod_11,SHP_2673,4211.0,0.07,39,-270.57,69.0,0.63,107.97435897435898,-6.937692307692307,1.7692307692307692,4117.8
Ord_1952,Prod_3,SHP_4158,19.34,0.1,2,-14.38,6.05,0.39,9.67,-7.19,3.025,25.735999999999997
Ord_2042,Prod_6,SHP_3159,1683.69,0.02,33,809.97,5.79,0.37,51.02090909090909,24.544545454545457,0.17545454545454545,834.2562
Ord_2212,Prod_8,SHP_3116,1085.61,0.04,41,-33.32,4.0,0.75,26.478292682926828,-0.8126829268292683,0.0975609756097561,1071.5055999999997
Ord_1952,Prod_4,SHP_3174,3064.658,0.01,17,447.34,2.79,0.58,180.274,26.314117647058822,0.16411764705882353,2583.8814199999997
Ord_1952,Prod_3,SHP_3027,84.47,0.06,23,7.98,1.49,0.38,3.672608695652174,0.34695652173913044,0.06478260869565218,69.9318
Ord_4240,Prod_8,SHP_5915,64.82,0.02,28,-32.03,1.99,0.55,2.315,-1.1439285714285714,0.07107142857142858,93.5636
Ord_4280,Prod_3,SHP_5972,423.24,0.1,21,128.83,2.99,0.37,20.154285714285713,6.1347619047619055,0.14238095238095239,249.09599999999998
Ord_4254,Prod_11,SHP_5941,12837.11,0.05,42,1881.76,43.57,0.63,305.6454761904762,44.80380952380953,1.0373809523809523,10269.924500000001
Ord_4240,Prod_6,SHP_5916,77.6,0.08,6,-37.07,11.25,0.36,12.933333333333332,-6.178333333333334,1.875,97.21199999999999
Ord_4246,Prod_4,SHP_5928,2525.9875,0.09,24,416.67,8.99,0.55,105.24947916666667,17.361250000000002,0.3745833333333333,1872.9886250000004
Ord_4247,Prod_17,SHP_5929,4993.42,0.03,42,190.14,56.14,0.39,118.89095238095238,4.527142857142857,1.3366666666666667,4597.337399999999
Ord_4247,Prod_8,SHP_5930,1059.3,0.05,9,67.6,1.99,0.49,117.69999999999999,7.51111111111111,0.22111111111111112,936.7449999999999
Ord_4288,Prod_3,SHP_5982,259.43,0.0,42,-52.52,4.97,0.35,6.176904761904762,-1.2504761904761905,0.11833333333333333,306.98
Ord_4240,Prod_6,SHP_5917,821.18,0.04,17,308.63,5.81,0.38,48.30470588235294,18.154705882352943,0.3417647058823529,473.89279999999997
Ord_4259,Prod_7,SHP_5947,15.53,0.0,11,-5.92,0.7,0.81,1.4118181818181819,-0.5381818181818182,0.06363636363636363,20.75
Ord_4272,Prod_3,SHP_5962,442.76,0.09,30,-17.11,8.4,0.39,14.758666666666667,-0.5703333333333334,0.28,411.62160000000006
Ord_4244,Prod_3,SHP_5926,179.99,0.03,34,-102.27,5.74,0.36,5.293823529411765,-3.007941176470588,0.1688235294117647,271.1203
Ord_4331,Prod_16,SHP_6038,77.43,0.01,36,-60.07,2.56,0.55,2.1508333333333334,-1.668611111111111,0.07111111111111111,134.16570000000002
Ord_4299,Prod_13,SHP_6000,169.27,0.1,5,-41.66,8.99,0.56,33.854,-8.331999999999999,1.798,185.013
Ord_4317,Prod_6,SHP_6022,22.75,0.09,5,-0.45,0.88,0.39,4.55,-0.09,0.176,20.2725
Ord_4290,Prod_7,SHP_5984,46.37,0.03,37,-19.81,0.7,0.81,1.2532432432432432,-0.5354054054054054,0.018918918918918916,64.0889
Ord_4244,Prod_2,SHP_5925,190.45,0.02,3,-44.05,3.99,0.57,63.48333333333333,-14.683333333333332,1.33,226.70099999999996
Ord_4283,Prod_13,SHP_5977,304.26,0.1,46,28.93,2.35,0.47,6.614347826086957,0.6289130434782608,0.051086956521739134,242.55399999999997
Ord_4259,Prod_12,SHP_5946,66.02,0.1,23,10.88,0.99,0.37,2.8704347826086956,0.4730434782608696,0.043043478260869565,47.54799999999999
