"ship_id","modo_entrega","data_pedido"
SHP_1384,REGULAR AIR,2009-12-12
SHP_1385,EXPRESS AIR,2009-09-28
SHP_1386,DELIVERY TRUCK,2011-02-02
SHP_1387,REGULAR AIR,2011-02-14
SHP_1388,DELIVERY TRUCK,2011-02-13
SHP_1389,REGULAR AIR,2012-07-20
SHP_1390,REGULAR AIR,2012-07-22
SHP_1391,REGULAR AIR,2012-07-21
SHP_1392,REGULAR AIR,2010-01-20
SHP_1393,DELIVERY TRUCK,2011-10-13
SHP_1394,REGULAR AIR,2010-07-30
SHP_1395,REGULAR AIR,2010-10-31
SHP_1396,DELIVERY TRUCK,2012-10-06
SHP_1397,REGULAR AIR,2012-10-06
SHP_1398,REGULAR AIR,2012-08-09
SHP_1399,DELIVERY TRUCK,2012-08-08
SHP_1400,REGULAR AIR,2011-02-20
SHP_1401,REGULAR AIR,2011-02-21
SHP_1402,REGULAR AIR,2010-09-26
SHP_1403,REGULAR AIR,2009-12-22
SHP_1404,REGULAR AIR,2012-04-13
SHP_1405,REGULAR AIR,2009-06-02
SHP_1406,REGULAR AIR,2011-02-18
SHP_1407,REGULAR AIR,2012-02-27
SHP_1408,EXPRESS AIR,2012-07-11
SHP_1409,REGULAR AIR,2012-05-19
SHP_1410,REGULAR AIR,2009-01-22
SHP_1411,DELIVERY TRUCK,2011-03-06
SHP_1412,EXPRESS AIR,2011-06-22
SHP_1413,REGULAR AIR,2009-07-01
SHP_1414,REGULAR AIR,2012-03-29
SHP_1415,REGULAR AIR,2012-03-28
SHP_1416,REGULAR AIR,2012-05-04
SHP_1417,DELIVERY TRUCK,2011-11-26
SHP_1418,DELIVERY TRUCK,2010-11-15
SHP_1419,REGULAR AIR,2010-11-14
SHP_1420,DELIVERY TRUCK,2012-12-02
SHP_1421,REGULAR AIR,2012-12-05
SHP_1422,REGULAR AIR,2010-10-29
SHP_1423,REGULAR AIR,2009-02-24
SHP_1424,REGULAR AIR,2010-05-21
SHP_1425,REGULAR AIR,2009-07-29
SHP_1426,EXPRESS AIR,2012-09-07
SHP_1427,REGULAR AIR,2011-07-27
SHP_1428,REGULAR AIR,2011-09-09
SHP_1429,DELIVERY TRUCK,2011-09-09
SHP_1430,DELIVERY TRUCK,2009-12-18
SHP_1431,REGULAR AIR,2010-08-18
SHP_1432,REGULAR AIR,2010-11-14
SHP_1433,DELIVERY TRUCK,2010-11-14
SHP_1434,REGULAR AIR,2010-03-24
SHP_1435,REGULAR AIR,2010-12-26
SHP_1436,DELIVERY TRUCK,2010-12-25
SHP_1437,REGULAR AIR,2010-12-27
SHP_1438,REGULAR AIR,2010-11-22
SHP_1439,DELIVERY TRUCK,2010-02-09
SHP_1440,REGULAR AIR,2009-05-10
SHP_1441,DELIVERY TRUCK,2011-05-06
SHP_1442,REGULAR AIR,2011-05-03
SHP_1443,REGULAR AIR,2011-05-08
SHP_1444,REGULAR AIR,2009-08-01
SHP_1445,REGULAR AIR,2009-07-31
SHP_1446,REGULAR AIR,2010-11-09
SHP_1447,REGULAR AIR,2012-08-31
SHP_1448,REGULAR AIR,2009-09-08
SHP_1449,REGULAR AIR,2010-12-13
SHP_1450,REGULAR AIR,2012-06-02
SHP_1451,EXPRESS AIR,2011-02-06
SHP_1452,REGULAR AIR,2010-12-17
SHP_1453,REGULAR AIR,2010-12-16
SHP_1454,REGULAR AIR,2010-12-15
SHP_1455,REGULAR AIR,2012-04-06
SHP_1456,REGULAR AIR,2010-06-01
SHP_1457,DELIVERY TRUCK,2012-10-30
SHP_1458,REGULAR AIR,2012-11-01
SHP_1459,REGULAR AIR,2012-10-31
SHP_1460,REGULAR AIR,2009-12-12
SHP_1461,EXPRESS AIR,2010-07-24
SHP_1462,EXPRESS AIR,2010-07-23
SHP_1463,EXPRESS AIR,2010-07-22
SHP_1464,REGULAR AIR,2010-02-22
SHP_1465,REGULAR AIR,2010-12-14
SHP_1466,REGULAR AIR,2010-12-13
SHP_1467,REGULAR AIR,2011-06-06
SHP_1468,REGULAR AIR,2010-11-22
SHP_1469,REGULAR AIR,2011-12-20
SHP_1470,DELIVERY TRUCK,2010-04-04
SHP_1471,DELIVERY TRUCK,2012-01-11
SHP_1472,DELIVERY TRUCK,2012-01-16
SHP_1473,REGULAR AIR,2012-12-01
SHP_1474,REGULAR AIR,2009-05-16
SHP_1475,REGULAR AIR,2012-06-28
SHP_1476,EXPRESS AIR,2012-06-27
SHP_1477,REGULAR AIR,2011-08-22
SHP_1478,DELIVERY TRUCK,2012-10-16
SHP_1479,REGULAR AIR,2012-10-17
SHP_1480,REGULAR AIR,2009-08-07
SHP_1481,REGULAR AIR,2009-10-09
SHP_1482,EXPRESS AIR,2009-10-09
SHP_1483,DELIVERY TRUCK,2010-01-16
SHP_1484,REGULAR AIR,2012-08-04
SHP_1485,REGULAR AIR,2011-12-31
SHP_1486,DELIVERY TRUCK,2009-07-04
SHP_1487,EXPRESS AIR,2009-08-03
SHP_1488,EXPRESS AIR,2009-07-30
SHP_1489,EXPRESS AIR,2009-01-14
SHP_1490,EXPRESS AIR,2009-01-12
SHP_1491,REGULAR AIR,2012-11-08
SHP_1492,REGULAR AIR,2011-02-10
SHP_1493,EXPRESS AIR,2010-08-24
SHP_1494,REGULAR AIR,2012-03-13
SHP_1495,REGULAR AIR,2011-11-09
SHP_1496,REGULAR AIR,2012-11-05
SHP_1497,REGULAR AIR,2011-07-19
SHP_1498,DELIVERY TRUCK,2010-09-30
SHP_1499,REGULAR AIR,2011-01-27
SHP_1500,REGULAR AIR,2009-06-27
SHP_1501,REGULAR AIR,2012-04-28
SHP_1502,DELIVERY TRUCK,2010-11-11
SHP_1503,REGULAR AIR,2010-11-13
SHP_1504,REGULAR AIR,2010-11-10
SHP_1505,REGULAR AIR,2010-11-08
SHP_1506,DELIVERY TRUCK,2009-04-30
SHP_1507,REGULAR AIR,2012-11-05
SHP_1508,REGULAR AIR,2010-09-05
SHP_1509,REGULAR AIR,2011-07-06
SHP_1510,REGULAR AIR,2009-01-15
SHP_1511,REGULAR AIR,2009-12-19
SHP_1512,REGULAR AIR,2011-06-21
SHP_1513,REGULAR AIR,2010-11-28
SHP_1514,DELIVERY TRUCK,2009-12-06
SHP_1515,REGULAR AIR,2009-12-06
SHP_1516,REGULAR AIR,2010-05-08
SHP_1517,REGULAR AIR,2011-02-21
SHP_1518,EXPRESS AIR,2010-09-14
SHP_1519,REGULAR AIR,2010-09-15
SHP_1520,EXPRESS AIR,2010-09-16
SHP_1521,DELIVERY TRUCK,2010-09-15
SHP_1522,REGULAR AIR,2011-12-04
SHP_1523,REGULAR AIR,2011-12-06
SHP_1524,REGULAR AIR,2012-08-16
SHP_1525,EXPRESS AIR,2011-08-20
SHP_1526,REGULAR AIR,2011-01-13
SHP_1527,REGULAR AIR,2009-05-12
SHP_1528,REGULAR AIR,2010-01-07
SHP_1529,DELIVERY TRUCK,2011-05-26
SHP_1530,EXPRESS AIR,2012-01-26
SHP_1531,REGULAR AIR,2012-01-29
SHP_1532,REGULAR AIR,2012-01-31
SHP_1533,REGULAR AIR,2010-07-22
SHP_1534,REGULAR AIR,2010-07-21
SHP_1535,REGULAR AIR,2011-11-09
SHP_1536,REGULAR AIR,2012-07-05
SHP_1537,REGULAR AIR,2012-07-07
SHP_1538,REGULAR AIR,2012-03-03
SHP_1539,REGULAR AIR,2011-09-16
SHP_1540,REGULAR AIR,2009-07-15
SHP_1541,DELIVERY TRUCK,2009-07-14
SHP_1542,REGULAR AIR,2011-10-31
SHP_1543,REGULAR AIR,2011-01-18
SHP_1544,REGULAR AIR,2010-10-16
SHP_1545,REGULAR AIR,2009-11-05
SHP_1546,REGULAR AIR,2009-07-03
SHP_1547,REGULAR AIR,2012-03-04
SHP_1548,EXPRESS AIR,2011-02-05
SHP_1549,REGULAR AIR,2011-02-06
SHP_1550,EXPRESS AIR,2011-03-20
SHP_1551,DELIVERY TRUCK,2011-03-22
SHP_1552,EXPRESS AIR,2010-07-31
SHP_1553,REGULAR AIR,2012-10-18
SHP_1554,REGULAR AIR,2011-11-29
SHP_1555,REGULAR AIR,2009-03-07
SHP_1556,REGULAR AIR,2009-03-08
SHP_1557,REGULAR AIR,2012-01-25
SHP_1558,REGULAR AIR,2012-01-27
SHP_1559,REGULAR AIR,2010-05-13
SHP_1560,REGULAR AIR,2009-09-29
SHP_1561,REGULAR AIR,2012-07-03
SHP_1562,REGULAR AIR,2010-10-07
SHP_1563,REGULAR AIR,2009-05-28
SHP_1564,REGULAR AIR,2009-05-27
SHP_1565,REGULAR AIR,2010-02-22
SHP_1566,REGULAR AIR,2010-12-06
SHP_1567,REGULAR AIR,2010-08-09
SHP_1568,REGULAR AIR,2010-08-10
SHP_1569,REGULAR AIR,2011-12-09
SHP_1570,REGULAR AIR,2011-12-11
SHP_1571,REGULAR AIR,2009-02-05
SHP_1572,REGULAR AIR,2012-05-29
SHP_1573,DELIVERY TRUCK,2012-08-07
SHP_1574,EXPRESS AIR,2012-08-12
SHP_1575,REGULAR AIR,2009-06-22
SHP_1576,REGULAR AIR,2010-03-04
SHP_1577,REGULAR AIR,2010-03-03
SHP_1578,REGULAR AIR,2009-03-12
SHP_1579,REGULAR AIR,2011-09-09
SHP_1580,REGULAR AIR,2010-07-30
SHP_1581,EXPRESS AIR,2009-04-08
SHP_1582,REGULAR AIR,2012-03-25
SHP_1583,REGULAR AIR,2010-08-11
SHP_1584,REGULAR AIR,2011-07-01
SHP_1585,REGULAR AIR,2009-06-24
SHP_1586,REGULAR AIR,2012-01-21
SHP_1587,REGULAR AIR,2010-12-08
SHP_1588,REGULAR AIR,2010-12-09
SHP_1589,REGULAR AIR,2012-09-03
SHP_1590,REGULAR AIR,2012-09-02
SHP_1591,REGULAR AIR,2010-06-08
SHP_1592,REGULAR AIR,2010-06-07
SHP_1593,REGULAR AIR,2010-12-14
SHP_1594,EXPRESS AIR,2010-12-14
SHP_1595,REGULAR AIR,2010-12-16
SHP_1596,REGULAR AIR,2010-12-15
SHP_1597,REGULAR AIR,2010-05-12
SHP_1598,REGULAR AIR,2010-05-10
SHP_1599,DELIVERY TRUCK,2011-04-13
SHP_1600,REGULAR AIR,2011-04-14
SHP_1601,DELIVERY TRUCK,2009-01-31
SHP_1602,EXPRESS AIR,2009-12-14
SHP_1603,REGULAR AIR,2012-01-27
SHP_1604,REGULAR AIR,2012-06-16
SHP_1605,REGULAR AIR,2009-04-15
SHP_1606,DELIVERY TRUCK,2009-04-11
SHP_1607,EXPRESS AIR,2009-09-24
SHP_1608,EXPRESS AIR,2011-07-01
SHP_1609,REGULAR AIR,2011-07-01
SHP_1610,REGULAR AIR,2009-01-05
SHP_1611,REGULAR AIR,2009-01-06
SHP_1612,EXPRESS AIR,2010-06-25
SHP_1613,REGULAR AIR,2012-04-25
SHP_1614,REGULAR AIR,2012-04-24
SHP_1615,REGULAR AIR,2010-04-24
SHP_1616,EXPRESS AIR,2011-05-03
SHP_1617,REGULAR AIR,2010-12-14
SHP_1618,EXPRESS AIR,2010-12-13
SHP_1619,REGULAR AIR,2009-04-13
SHP_1620,DELIVERY TRUCK,2011-03-16
SHP_1621,REGULAR AIR,2011-12-21
SHP_1622,REGULAR AIR,2012-03-27
SHP_1623,EXPRESS AIR,2011-05-21
SHP_1624,REGULAR AIR,2009-06-13
SHP_1625,REGULAR AIR,2011-03-31
SHP_1626,DELIVERY TRUCK,2011-04-20
SHP_1627,EXPRESS AIR,2011-04-19
SHP_1628,DELIVERY TRUCK,2009-02-10
SHP_1629,REGULAR AIR,2009-02-10
SHP_1630,DELIVERY TRUCK,2009-06-24
SHP_1631,REGULAR AIR,2009-06-24
SHP_1632,REGULAR AIR,2011-02-06
SHP_1633,REGULAR AIR,2011-02-05
SHP_1634,EXPRESS AIR,2011-06-02
SHP_1635,DELIVERY TRUCK,2011-06-01
SHP_1636,REGULAR AIR,2012-07-06
SHP_1637,REGULAR AIR,2010-09-19
SHP_1638,DELIVERY TRUCK,2010-09-21
SHP_1639,DELIVERY TRUCK,2012-12-22
SHP_1640,REGULAR AIR,2011-07-28
SHP_1641,REGULAR AIR,2010-03-08
SHP_1642,REGULAR AIR,2010-07-21
SHP_1643,REGULAR AIR,2010-07-22
SHP_1644,DELIVERY TRUCK,2009-06-12
SHP_1645,REGULAR AIR,2009-04-12
SHP_1646,REGULAR AIR,2012-10-14
SHP_1647,REGULAR AIR,2009-06-16
SHP_1648,REGULAR AIR,2009-02-28
SHP_1649,REGULAR AIR,2009-02-27
SHP_1650,REGULAR AIR,2012-04-16
SHP_1651,REGULAR AIR,2010-06-22
SHP_1652,REGULAR AIR,2011-06-23
SHP_1653,REGULAR AIR,2011-06-25
SHP_1654,REGULAR AIR,2012-06-25
SHP_1655,REGULAR AIR,2009-07-18
SHP_1656,REGULAR AIR,2009-07-19
SHP_1657,REGULAR AIR,2009-01-28
SHP_1658,DELIVERY TRUCK,2010-03-04
SHP_1659,REGULAR AIR,2012-01-31
SHP_1660,REGULAR AIR,2011-01-13
SHP_1661,REGULAR AIR,2011-01-12
SHP_1662,REGULAR AIR,2011-01-11
SHP_1663,EXPRESS AIR,2009-04-30
SHP_1664,REGULAR AIR,2009-04-30
SHP_1665,REGULAR AIR,2009-09-16
SHP_1666,REGULAR AIR,2011-09-28
SHP_1667,REGULAR AIR,2010-06-25
SHP_1668,REGULAR AIR,2010-02-23
SHP_1669,REGULAR AIR,2012-06-08
SHP_1670,REGULAR AIR,2012-06-09
SHP_1671,REGULAR AIR,2010-01-23
SHP_1672,REGULAR AIR,2010-01-08
SHP_1673,DELIVERY TRUCK,2010-01-07
SHP_1674,REGULAR AIR,2012-12-02
SHP_1675,REGULAR AIR,2012-12-03
SHP_1676,REGULAR AIR,2012-12-11
SHP_1677,REGULAR AIR,2012-11-27
SHP_1678,REGULAR AIR,2012-12-18
SHP_1679,DELIVERY TRUCK,2012-10-31
SHP_1680,REGULAR AIR,2012-07-11
SHP_1681,DELIVERY TRUCK,2012-07-11
SHP_1682,REGULAR AIR,2012-07-10
SHP_1683,REGULAR AIR,2012-07-09
SHP_1684,REGULAR AIR,2011-04-27
SHP_1685,DELIVERY TRUCK,2011-12-31
SHP_1686,EXPRESS AIR,2012-01-01
SHP_1687,EXPRESS AIR,2009-07-19
SHP_1688,REGULAR AIR,2010-01-18
SHP_1689,REGULAR AIR,2010-01-17
SHP_1690,REGULAR AIR,2009-07-18
SHP_1691,REGULAR AIR,2010-05-16
SHP_1692,REGULAR AIR,2009-11-19
SHP_1693,REGULAR AIR,2010-02-13
SHP_1694,REGULAR AIR,2012-10-20
SHP_1695,REGULAR AIR,2012-10-19
SHP_1696,REGULAR AIR,2009-03-10
SHP_1697,DELIVERY TRUCK,2009-03-11
SHP_1698,REGULAR AIR,2012-10-19
SHP_1699,REGULAR AIR,2010-10-10
SHP_1700,REGULAR AIR,2011-07-06
SHP_1701,DELIVERY TRUCK,2009-12-14
SHP_1702,REGULAR AIR,2009-12-12
SHP_1703,REGULAR AIR,2012-12-20
SHP_1704,DELIVERY TRUCK,2010-10-28
SHP_1705,EXPRESS AIR,2010-10-27
SHP_1706,REGULAR AIR,2010-10-28
SHP_1707,REGULAR AIR,2010-10-30
SHP_1708,REGULAR AIR,2009-02-16
SHP_1709,REGULAR AIR,2012-01-08
SHP_1710,REGULAR AIR,2012-08-20
SHP_1711,REGULAR AIR,2012-04-11
SHP_1712,EXPRESS AIR,2009-12-08
SHP_1713,REGULAR AIR,2010-09-27
SHP_1714,REGULAR AIR,2010-09-26
SHP_1715,EXPRESS AIR,2010-09-26
SHP_1716,REGULAR AIR,2009-01-10
SHP_1717,REGULAR AIR,2012-10-19
SHP_1718,REGULAR AIR,2012-10-21
SHP_1719,REGULAR AIR,2011-04-06
SHP_1720,REGULAR AIR,2011-01-12
SHP_1721,EXPRESS AIR,2012-08-28
SHP_1722,REGULAR AIR,2011-04-23
SHP_1723,REGULAR AIR,2009-06-11
SHP_1724,REGULAR AIR,2011-04-26
SHP_1725,REGULAR AIR,2012-03-16
SHP_1726,REGULAR AIR,2011-07-01
SHP_1727,REGULAR AIR,2009-01-07
SHP_1728,REGULAR AIR,2009-01-06
SHP_1729,DELIVERY TRUCK,2009-01-07
SHP_1730,REGULAR AIR,2010-03-10
SHP_1731,REGULAR AIR,2010-03-08
SHP_1732,REGULAR AIR,2011-01-20
SHP_1733,REGULAR AIR,2009-04-28
SHP_1734,REGULAR AIR,2011-10-07
SHP_1735,REGULAR AIR,2011-10-06
SHP_1736,REGULAR AIR,2009-01-08
SHP_1737,REGULAR AIR,2010-09-29
SHP_1738,EXPRESS AIR,2010-09-25
SHP_1739,REGULAR AIR,2012-05-01
SHP_1740,REGULAR AIR,2010-08-26
SHP_1741,REGULAR AIR,2009-03-17
SHP_1742,REGULAR AIR,2010-04-17
SHP_1743,REGULAR AIR,2010-02-22
SHP_1744,REGULAR AIR,2010-12-23
SHP_1745,REGULAR AIR,2010-12-24
SHP_1746,DELIVERY TRUCK,2010-04-01
SHP_1747,REGULAR AIR,2010-04-04
SHP_1748,DELIVERY TRUCK,2010-09-30
SHP_1749,EXPRESS AIR,2010-10-01
SHP_1750,REGULAR AIR,2009-06-12
SHP_1751,DELIVERY TRUCK,2009-06-22
SHP_1752,REGULAR AIR,2009-06-22
SHP_1753,REGULAR AIR,2009-10-06
SHP_1754,DELIVERY TRUCK,2012-01-21
SHP_1755,REGULAR AIR,2012-02-29
SHP_1756,EXPRESS AIR,2012-07-14
SHP_1757,DELIVERY TRUCK,2012-06-01
SHP_1758,REGULAR AIR,2010-03-15
SHP_1759,EXPRESS AIR,2010-03-16
SHP_1760,REGULAR AIR,2010-02-09
SHP_1761,REGULAR AIR,2012-05-17
SHP_1762,REGULAR AIR,2012-03-15
SHP_1763,REGULAR AIR,2012-05-13
SHP_1764,REGULAR AIR,2010-01-02
SHP_1765,REGULAR AIR,2009-08-17
SHP_1766,REGULAR AIR,2012-08-17
SHP_1767,DELIVERY TRUCK,2012-09-30
SHP_1768,REGULAR AIR,2012-03-22
SHP_1769,REGULAR AIR,2010-06-27
SHP_1770,REGULAR AIR,2010-06-28
SHP_1771,REGULAR AIR,2009-08-11
SHP_1772,REGULAR AIR,2010-06-18
SHP_1773,REGULAR AIR,2010-06-23
SHP_1774,REGULAR AIR,2009-10-23
SHP_1775,DELIVERY TRUCK,2010-12-25
SHP_1776,REGULAR AIR,2009-03-29
SHP_1777,REGULAR AIR,2009-03-30
SHP_1778,REGULAR AIR,2011-04-03
SHP_1779,REGULAR AIR,2011-04-04
SHP_1780,REGULAR AIR,2009-12-24
SHP_1781,REGULAR AIR,2010-02-15
SHP_1782,DELIVERY TRUCK,2011-09-27
SHP_1783,REGULAR AIR,2011-09-26
SHP_1784,DELIVERY TRUCK,2010-12-09
SHP_1785,REGULAR AIR,2010-10-26
SHP_1786,REGULAR AIR,2011-01-13
SHP_1787,DELIVERY TRUCK,2010-08-04
SHP_1788,REGULAR AIR,2012-06-11
SHP_1789,REGULAR AIR,2011-09-15
SHP_1790,REGULAR AIR,2011-09-17
SHP_1791,EXPRESS AIR,2009-03-23
SHP_1792,REGULAR AIR,2009-03-25
SHP_1793,REGULAR AIR,2010-03-27
SHP_1794,REGULAR AIR,2009-01-18
SHP_1795,REGULAR AIR,2012-07-14
SHP_1796,REGULAR AIR,2009-12-28
SHP_1797,DELIVERY TRUCK,2009-12-28
SHP_1798,REGULAR AIR,2011-10-23
SHP_1799,REGULAR AIR,2011-03-18
SHP_1800,REGULAR AIR,2010-10-28
SHP_1801,REGULAR AIR,2009-06-18
SHP_1802,REGULAR AIR,2011-07-21
SHP_1803,DELIVERY TRUCK,2010-01-23
SHP_1804,REGULAR AIR,2010-01-23
SHP_1805,REGULAR AIR,2009-11-22
SHP_1806,REGULAR AIR,2011-10-08
SHP_1807,REGULAR AIR,2010-03-08
SHP_1808,REGULAR AIR,2009-04-23
SHP_1809,REGULAR AIR,2012-02-21
SHP_1810,REGULAR AIR,2011-06-18
SHP_1811,REGULAR AIR,2012-05-20
SHP_1812,REGULAR AIR,2009-12-16
SHP_1813,REGULAR AIR,2012-03-15
SHP_1814,REGULAR AIR,2011-09-12
SHP_1815,EXPRESS AIR,2011-09-14
SHP_1816,REGULAR AIR,2010-10-26
SHP_1817,DELIVERY TRUCK,2010-10-30
SHP_1818,DELIVERY TRUCK,2012-05-08
SHP_1819,DELIVERY TRUCK,2012-03-13
SHP_1820,EXPRESS AIR,2012-03-18
SHP_1821,EXPRESS AIR,2011-11-16
SHP_1822,REGULAR AIR,2011-03-20
SHP_1823,REGULAR AIR,2011-09-22
SHP_1824,REGULAR AIR,2009-11-22
SHP_1825,REGULAR AIR,2009-11-23
SHP_1826,EXPRESS AIR,2010-09-30
SHP_1827,REGULAR AIR,2011-10-08
SHP_1828,REGULAR AIR,2009-09-30
SHP_1829,DELIVERY TRUCK,2009-12-30
SHP_1830,REGULAR AIR,2010-04-03
SHP_1831,REGULAR AIR,2010-04-06
SHP_1832,EXPRESS AIR,2011-04-13
SHP_1833,REGULAR AIR,2009-06-05
SHP_1834,REGULAR AIR,2010-02-04
SHP_1835,REGULAR AIR,2011-03-19
SHP_1836,REGULAR AIR,2012-01-06
SHP_1837,DELIVERY TRUCK,2009-05-25
SHP_1838,REGULAR AIR,2010-05-16
SHP_1839,REGULAR AIR,2010-05-17
SHP_1840,REGULAR AIR,2009-12-08
SHP_1841,EXPRESS AIR,2009-12-03
SHP_1842,REGULAR AIR,2011-05-03
SHP_1843,REGULAR AIR,2011-07-03
SHP_1844,REGULAR AIR,2012-05-22
SHP_1845,REGULAR AIR,2009-11-06
SHP_1846,REGULAR AIR,2009-03-02
SHP_1847,REGULAR AIR,2012-08-18
SHP_1848,REGULAR AIR,2009-01-05
SHP_1849,EXPRESS AIR,2009-01-06
SHP_1850,REGULAR AIR,2009-10-14
SHP_1851,EXPRESS AIR,2010-06-07
SHP_1852,REGULAR AIR,2010-06-07
SHP_1853,EXPRESS AIR,2012-02-25
SHP_1854,REGULAR AIR,2012-02-25
SHP_1855,DELIVERY TRUCK,2012-11-01
SHP_1856,REGULAR AIR,2012-11-02
SHP_1857,REGULAR AIR,2009-04-23
SHP_1858,DELIVERY TRUCK,2009-04-25
SHP_1859,DELIVERY TRUCK,2009-08-19
SHP_1860,DELIVERY TRUCK,2009-11-25
SHP_1861,REGULAR AIR,2010-01-11
SHP_1862,REGULAR AIR,2010-01-12
SHP_1863,EXPRESS AIR,2009-09-18
SHP_1864,REGULAR AIR,2010-10-30
SHP_1865,REGULAR AIR,2009-12-22
SHP_1866,REGULAR AIR,2011-06-23
SHP_1867,EXPRESS AIR,2011-06-24
SHP_1868,REGULAR AIR,2010-08-26
SHP_1869,EXPRESS AIR,2010-08-19
SHP_1870,REGULAR AIR,2010-04-22
SHP_1871,REGULAR AIR,2010-04-20
SHP_1872,REGULAR AIR,2010-02-25
SHP_1873,REGULAR AIR,2011-12-12
SHP_1874,DELIVERY TRUCK,2010-12-17
SHP_1875,REGULAR AIR,2010-12-16
SHP_1876,REGULAR AIR,2010-12-17
SHP_1877,DELIVERY TRUCK,2009-11-30
SHP_1878,REGULAR AIR,2009-12-05
SHP_1879,REGULAR AIR,2009-12-04
SHP_1880,EXPRESS AIR,2009-12-07
SHP_1881,REGULAR AIR,2011-07-06
SHP_1882,REGULAR AIR,2012-06-18
SHP_1883,REGULAR AIR,2010-03-15
SHP_1884,EXPRESS AIR,2009-04-10
SHP_1885,REGULAR AIR,2012-12-03
SHP_1886,REGULAR AIR,2011-07-19
SHP_1887,EXPRESS AIR,2011-07-19
SHP_1888,EXPRESS AIR,2009-07-24
SHP_1889,REGULAR AIR,2009-11-16
SHP_1890,REGULAR AIR,2012-06-17
SHP_1891,REGULAR AIR,2010-10-15
SHP_1892,REGULAR AIR,2009-12-06
SHP_1893,REGULAR AIR,2009-12-05
SHP_1894,DELIVERY TRUCK,2012-04-04
SHP_1895,REGULAR AIR,2012-04-04
SHP_1896,REGULAR AIR,2009-05-23
SHP_1897,REGULAR AIR,2010-08-11
SHP_1898,REGULAR AIR,2012-04-28
SHP_1899,REGULAR AIR,2010-02-22
SHP_1900,REGULAR AIR,2010-02-21
SHP_1901,REGULAR AIR,2009-08-16
SHP_1902,REGULAR AIR,2010-03-10
SHP_1903,REGULAR AIR,2010-03-08
SHP_1904,REGULAR AIR,2010-03-09
SHP_1905,REGULAR AIR,2009-02-15
SHP_1906,REGULAR AIR,2009-02-14
SHP_1907,REGULAR AIR,2011-09-11
SHP_1908,REGULAR AIR,2011-09-12
SHP_1909,REGULAR AIR,2009-01-12
SHP_1910,REGULAR AIR,2009-01-11
SHP_1911,REGULAR AIR,2011-01-11
SHP_1912,DELIVERY TRUCK,2011-01-11
SHP_1913,DELIVERY TRUCK,2012-09-06
SHP_1914,REGULAR AIR,2009-02-21
SHP_1915,REGULAR AIR,2009-02-12
SHP_1916,DELIVERY TRUCK,2010-02-13
SHP_1917,REGULAR AIR,2011-08-09
SHP_1918,REGULAR AIR,2011-08-10
SHP_1919,DELIVERY TRUCK,2010-07-20
SHP_1920,REGULAR AIR,2010-07-21
SHP_1921,EXPRESS AIR,2011-01-20
SHP_1922,REGULAR AIR,2011-07-24
SHP_1923,REGULAR AIR,2009-10-22
SHP_1924,REGULAR AIR,2009-10-21
SHP_1925,REGULAR AIR,2011-04-09
SHP_1926,REGULAR AIR,2011-06-12
SHP_1927,REGULAR AIR,2012-02-07
SHP_1928,REGULAR AIR,2010-12-26
SHP_1929,REGULAR AIR,2009-09-30
SHP_1930,REGULAR AIR,2012-03-12
SHP_1931,EXPRESS AIR,2012-03-11
SHP_1932,REGULAR AIR,2009-10-15
SHP_1933,REGULAR AIR,2012-11-01
SHP_1934,REGULAR AIR,2012-03-13
SHP_1935,DELIVERY TRUCK,2012-09-25
SHP_1936,REGULAR AIR,2011-04-30
SHP_1937,DELIVERY TRUCK,2011-05-01
SHP_1938,REGULAR AIR,2011-05-21
SHP_1939,REGULAR AIR,2011-10-30
SHP_1940,DELIVERY TRUCK,2012-07-21
SHP_1941,REGULAR AIR,2009-11-27
SHP_1942,REGULAR AIR,2009-11-26
SHP_1943,EXPRESS AIR,2009-11-26
SHP_1944,REGULAR AIR,2012-07-17
SHP_1945,REGULAR AIR,2010-01-16
SHP_1946,EXPRESS AIR,2010-08-08
SHP_1947,REGULAR AIR,2010-08-06
SHP_1948,REGULAR AIR,2012-04-07
SHP_1949,REGULAR AIR,2012-03-17
SHP_1950,REGULAR AIR,2009-11-02
SHP_1951,REGULAR AIR,2009-11-09
SHP_1952,REGULAR AIR,2011-04-12
SHP_1953,REGULAR AIR,2011-04-11
SHP_1954,EXPRESS AIR,2011-04-12
SHP_1955,EXPRESS AIR,2009-01-09
SHP_1956,REGULAR AIR,2009-01-10
SHP_1957,DELIVERY TRUCK,2012-10-31
SHP_1958,REGULAR AIR,2009-11-07
SHP_1959,EXPRESS AIR,2009-11-08
SHP_1960,DELIVERY TRUCK,2012-09-12
SHP_1961,DELIVERY TRUCK,2012-09-10
SHP_1962,REGULAR AIR,2009-08-14
SHP_1963,REGULAR AIR,2009-08-02
SHP_1964,DELIVERY TRUCK,2009-08-02
SHP_1965,REGULAR AIR,2009-09-19
SHP_1966,REGULAR AIR,2009-09-20
SHP_1967,REGULAR AIR,2012-12-26
SHP_1968,REGULAR AIR,2012-12-28
SHP_1969,REGULAR AIR,2012-09-11
SHP_1970,REGULAR AIR,2010-08-14
SHP_1971,REGULAR AIR,2010-08-15
SHP_1972,REGULAR AIR,2009-10-06
SHP_1973,REGULAR AIR,2012-10-22
SHP_1974,REGULAR AIR,2011-03-16
SHP_1975,REGULAR AIR,2011-03-19
SHP_1976,REGULAR AIR,2011-05-25
