"ord_id","prioridade_pedidos","data_pedido"
Ord_705,MEDIUM,2010-03-26
Ord_706,NOT SPECIFIED,2012-12-15
Ord_707,MEDIUM,2009-12-07
Ord_708,CRITICAL,2009-12-09
Ord_709,CRITICAL,2010-12-21
Ord_710,LOW,2012-08-10
Ord_711,HIGH,2010-11-12
Ord_712,CRITICAL,2012-05-05
Ord_713,LOW,2010-07-21
Ord_714,CRITICAL,2012-05-04
Ord_715,CRITICAL,2010-08-24
Ord_716,MEDIUM,2011-03-10
Ord_717,HIGH,2011-11-12
Ord_718,MEDIUM,2012-03-22
Ord_719,LOW,2009-11-16
Ord_720,LOW,2009-09-05
Ord_721,HIGH,2012-07-19
Ord_722,MEDIUM,2012-08-20
Ord_723,LOW,2010-08-23
Ord_724,MEDIUM,2012-12-25
Ord_725,NOT SPECIFIED,2011-06-16
Ord_726,HIGH,2010-06-23
Ord_727,NOT SPECIFIED,2010-10-29
Ord_728,CRITICAL,2009-07-15
Ord_729,NOT SPECIFIED,2009-04-26
Ord_730,MEDIUM,2011-09-04
Ord_731,CRITICAL,2012-09-24
Ord_732,HIGH,2011-10-11
Ord_733,HIGH,2012-02-17
Ord_734,MEDIUM,2009-06-18
Ord_735,NOT SPECIFIED,2011-05-26
Ord_736,LOW,2010-09-20
Ord_737,MEDIUM,2011-05-28
Ord_738,MEDIUM,2012-07-28
Ord_739,NOT SPECIFIED,2012-05-05
Ord_740,HIGH,2010-06-17
Ord_741,CRITICAL,2010-07-19
Ord_742,NOT SPECIFIED,2011-07-04
Ord_743,MEDIUM,2012-06-12
Ord_744,HIGH,2012-04-13
Ord_745,CRITICAL,2012-10-25
Ord_746,NOT SPECIFIED,2009-08-01
Ord_747,LOW,2012-04-11
Ord_748,MEDIUM,2011-09-20
Ord_749,CRITICAL,2012-11-13
Ord_750,CRITICAL,2012-06-16
Ord_751,LOW,2010-02-26
Ord_752,HIGH,2009-08-11
Ord_753,LOW,2012-11-22
Ord_754,NOT SPECIFIED,2012-07-21
Ord_755,NOT SPECIFIED,2009-04-10
Ord_756,LOW,2011-11-18
Ord_757,NOT SPECIFIED,2010-01-14
Ord_758,MEDIUM,2011-02-24
Ord_759,CRITICAL,2009-02-13
Ord_760,HIGH,2010-06-15
Ord_761,HIGH,2011-10-29
Ord_762,CRITICAL,2010-10-22
Ord_763,MEDIUM,2011-04-08
Ord_764,CRITICAL,2012-07-09
Ord_765,HIGH,2012-06-23
Ord_766,NOT SPECIFIED,2010-07-16
Ord_767,LOW,2009-07-26
Ord_768,HIGH,2009-08-23
Ord_769,LOW,2011-08-01
Ord_770,CRITICAL,2012-05-29
Ord_771,LOW,2010-05-06
Ord_772,LOW,2009-10-18
Ord_773,MEDIUM,2010-07-15
Ord_774,LOW,2009-07-12
Ord_775,MEDIUM,2012-05-10
Ord_776,HIGH,2011-07-24
Ord_777,MEDIUM,2012-08-30
Ord_778,LOW,2011-11-19
Ord_779,LOW,2009-09-16
Ord_780,HIGH,2011-09-15
Ord_781,CRITICAL,2009-01-22
Ord_782,HIGH,2009-11-03
Ord_783,LOW,2011-05-28
Ord_784,HIGH,2012-06-11
Ord_785,HIGH,2010-01-20
Ord_786,NOT SPECIFIED,2010-05-02
Ord_787,CRITICAL,2012-07-11
Ord_788,CRITICAL,2011-07-03
Ord_789,NOT SPECIFIED,2012-06-17
Ord_790,MEDIUM,2010-12-12
Ord_791,MEDIUM,2012-04-26
Ord_792,LOW,2009-08-05
Ord_793,LOW,2010-09-06
Ord_794,HIGH,2012-09-15
Ord_795,MEDIUM,2011-07-27
Ord_796,NOT SPECIFIED,2009-06-25
Ord_797,MEDIUM,2009-08-27
Ord_798,CRITICAL,2011-01-10
Ord_799,LOW,2012-03-31
Ord_800,CRITICAL,2011-04-22
Ord_801,NOT SPECIFIED,2009-08-28
Ord_802,LOW,2009-08-05
Ord_803,LOW,2012-09-05
Ord_804,MEDIUM,2011-10-09
Ord_805,MEDIUM,2010-08-22
Ord_806,NOT SPECIFIED,2012-08-04
Ord_807,MEDIUM,2010-12-14
Ord_808,LOW,2009-12-24
Ord_809,MEDIUM,2010-10-12
Ord_810,NOT SPECIFIED,2009-01-15
Ord_811,NOT SPECIFIED,2011-04-05
Ord_812,LOW,2012-01-20
Ord_813,NOT SPECIFIED,2011-09-24
Ord_814,CRITICAL,2011-10-09
Ord_815,NOT SPECIFIED,2011-05-04
Ord_816,LOW,2011-10-09
Ord_817,NOT SPECIFIED,2010-04-10
Ord_818,NOT SPECIFIED,2012-08-19
Ord_819,NOT SPECIFIED,2012-07-01
Ord_820,MEDIUM,2009-11-20
Ord_821,MEDIUM,2012-09-16
Ord_822,NOT SPECIFIED,2009-09-17
Ord_823,CRITICAL,2010-07-21
Ord_824,LOW,2010-11-09
Ord_825,CRITICAL,2011-01-10
Ord_826,NOT SPECIFIED,2010-12-24
Ord_827,NOT SPECIFIED,2012-05-30
Ord_828,CRITICAL,2009-02-12
Ord_829,NOT SPECIFIED,2009-09-04
Ord_830,LOW,2010-08-26
Ord_831,MEDIUM,2009-07-21
Ord_832,HIGH,2011-09-12
Ord_833,CRITICAL,2009-03-18
Ord_834,LOW,2010-01-27
Ord_835,CRITICAL,2011-09-11
Ord_836,NOT SPECIFIED,2011-02-03
Ord_837,LOW,2011-02-15
Ord_838,LOW,2012-03-01
Ord_839,CRITICAL,2009-08-10
Ord_840,NOT SPECIFIED,2010-12-13
Ord_841,NOT SPECIFIED,2009-10-15
Ord_842,NOT SPECIFIED,2009-10-07
Ord_843,MEDIUM,2010-09-17
Ord_844,HIGH,2009-07-03
Ord_845,HIGH,2010-10-09
Ord_846,CRITICAL,2009-09-23
Ord_847,MEDIUM,2011-10-02
Ord_848,HIGH,2011-01-19
Ord_849,MEDIUM,2011-01-22
Ord_850,NOT SPECIFIED,2009-03-23
Ord_851,CRITICAL,2011-01-07
Ord_852,MEDIUM,2011-06-22
Ord_853,CRITICAL,2011-08-03
Ord_854,CRITICAL,2011-11-07
Ord_855,LOW,2010-08-26
Ord_856,CRITICAL,2010-03-17
Ord_857,CRITICAL,2009-07-07
Ord_858,NOT SPECIFIED,2009-03-27
Ord_859,HIGH,2010-02-17
Ord_860,CRITICAL,2011-02-01
Ord_861,HIGH,2012-03-17
Ord_862,CRITICAL,2009-01-10
Ord_863,CRITICAL,2010-04-16
Ord_864,MEDIUM,2010-03-07
Ord_865,CRITICAL,2012-10-16
Ord_866,CRITICAL,2009-09-11
Ord_867,LOW,2010-10-12
Ord_868,CRITICAL,2011-06-19
Ord_869,NOT SPECIFIED,2012-11-07
Ord_870,MEDIUM,2011-11-12
Ord_871,HIGH,2011-05-06
Ord_872,CRITICAL,2011-09-08
Ord_873,LOW,2011-03-21
Ord_874,MEDIUM,2010-05-11
Ord_875,LOW,2012-02-06
Ord_876,CRITICAL,2010-12-28
Ord_877,CRITICAL,2011-09-08
Ord_878,CRITICAL,2012-05-31
Ord_879,CRITICAL,2009-09-12
Ord_880,HIGH,2012-06-17
Ord_881,CRITICAL,2010-12-29
Ord_882,NOT SPECIFIED,2011-04-30
Ord_883,CRITICAL,2010-05-03
Ord_884,NOT SPECIFIED,2012-08-22
Ord_885,HIGH,2011-07-03
Ord_886,MEDIUM,2010-02-22
Ord_887,HIGH,2011-11-30
Ord_888,CRITICAL,2010-08-13
Ord_889,LOW,2011-10-29
Ord_890,CRITICAL,2009-11-28
Ord_891,CRITICAL,2011-08-02
Ord_892,HIGH,2012-11-03
Ord_893,LOW,2011-07-21
Ord_894,NOT SPECIFIED,2010-10-12
Ord_895,LOW,2012-05-10
Ord_896,LOW,2012-02-11
Ord_897,LOW,2009-03-22
Ord_898,CRITICAL,2011-10-22
Ord_899,CRITICAL,2009-11-04
Ord_900,CRITICAL,2009-01-02
Ord_901,LOW,2012-10-28
Ord_902,NOT SPECIFIED,2011-04-03
Ord_903,HIGH,2009-10-05
Ord_904,CRITICAL,2012-01-30
Ord_905,HIGH,2012-02-12
Ord_906,NOT SPECIFIED,2012-01-19
Ord_907,NOT SPECIFIED,2009-06-25
Ord_908,NOT SPECIFIED,2011-05-28
Ord_909,MEDIUM,2009-08-04
Ord_910,CRITICAL,2010-08-17
Ord_911,LOW,2009-01-22
Ord_912,HIGH,2011-03-07
Ord_913,LOW,2010-01-31
Ord_914,MEDIUM,2010-03-08
Ord_915,HIGH,2010-11-04
Ord_916,CRITICAL,2009-09-25
Ord_917,HIGH,2009-02-13
Ord_918,LOW,2011-08-19
Ord_919,HIGH,2011-03-12
Ord_920,HIGH,2012-03-28
Ord_921,NOT SPECIFIED,2009-09-25
Ord_922,CRITICAL,2012-08-12
Ord_923,LOW,2012-01-31
Ord_924,CRITICAL,2010-02-27
Ord_925,CRITICAL,2010-06-28
Ord_926,HIGH,2012-05-19
Ord_927,HIGH,2011-01-14
Ord_928,HIGH,2009-06-01
Ord_929,CRITICAL,2010-08-21
Ord_930,MEDIUM,2010-02-19
Ord_931,MEDIUM,2009-11-23
Ord_932,LOW,2009-12-18
Ord_933,NOT SPECIFIED,2009-07-06
Ord_934,NOT SPECIFIED,2012-07-17
Ord_935,LOW,2009-06-12
Ord_936,NOT SPECIFIED,2012-07-19
Ord_937,MEDIUM,2011-03-19
Ord_938,HIGH,2012-12-27
Ord_939,CRITICAL,2011-09-08
Ord_940,CRITICAL,2010-12-08
Ord_941,MEDIUM,2009-03-15
Ord_942,HIGH,2011-10-20
Ord_943,HIGH,2011-01-13
Ord_944,CRITICAL,2009-08-14
Ord_945,LOW,2009-01-31
Ord_946,CRITICAL,2009-08-15
Ord_947,HIGH,2009-07-03
Ord_948,NOT SPECIFIED,2009-04-08
Ord_949,LOW,2012-08-18
Ord_950,CRITICAL,2009-01-10
Ord_951,CRITICAL,2009-07-04
Ord_952,LOW,2010-06-19
Ord_953,NOT SPECIFIED,2012-12-16
Ord_954,NOT SPECIFIED,2012-09-20
Ord_955,LOW,2010-03-03
Ord_956,NOT SPECIFIED,2010-11-01
Ord_957,LOW,2010-02-28
Ord_958,MEDIUM,2011-05-07
Ord_959,NOT SPECIFIED,2012-07-10
Ord_960,CRITICAL,2011-09-29
Ord_961,LOW,2010-10-25
Ord_962,LOW,2010-09-17
Ord_963,HIGH,2011-11-23
Ord_964,CRITICAL,2012-09-13
Ord_965,HIGH,2012-08-03
Ord_966,NOT SPECIFIED,2010-11-17
Ord_967,LOW,2012-08-10
Ord_968,MEDIUM,2011-02-03
Ord_969,CRITICAL,2009-12-14
Ord_970,LOW,2011-04-17
Ord_971,CRITICAL,2009-09-06
Ord_972,CRITICAL,2012-08-16
Ord_973,MEDIUM,2010-10-12
Ord_974,HIGH,2011-07-13
Ord_975,CRITICAL,2012-12-03
Ord_976,NOT SPECIFIED,2012-07-13
Ord_977,LOW,2009-02-04
Ord_978,MEDIUM,2011-12-20
Ord_979,MEDIUM,2011-05-30
Ord_980,CRITICAL,2010-10-09
Ord_981,HIGH,2011-03-10
Ord_982,MEDIUM,2010-01-22
Ord_983,HIGH,2011-04-11
Ord_984,MEDIUM,2011-04-16
Ord_985,LOW,2010-11-27
Ord_986,CRITICAL,2010-08-09
Ord_987,MEDIUM,2010-08-26
Ord_988,LOW,2011-06-07
Ord_989,LOW,2010-05-20
Ord_990,MEDIUM,2010-12-29
Ord_991,CRITICAL,2011-09-07
Ord_992,CRITICAL,2009-09-06
Ord_993,NOT SPECIFIED,2009-02-25
Ord_994,CRITICAL,2010-01-02
Ord_995,CRITICAL,2012-05-31
Ord_996,MEDIUM,2009-05-12
Ord_997,NOT SPECIFIED,2010-10-22
Ord_998,LOW,2009-06-17
Ord_999,LOW,2011-07-10
Ord_1000,HIGH,2009-12-11
Ord_1001,MEDIUM,2009-09-27
Ord_1002,LOW,2011-01-26
Ord_1003,CRITICAL,2011-02-13
Ord_1004,NOT SPECIFIED,2012-07-20
Ord_1005,HIGH,2010-01-18
Ord_1006,NOT SPECIFIED,2011-10-12
Ord_1007,HIGH,2010-07-29
Ord_1008,LOW,2010-10-26
Ord_1009,NOT SPECIFIED,2012-10-04
Ord_1010,HIGH,2012-08-07
Ord_1011,MEDIUM,2011-02-19
Ord_1012,CRITICAL,2010-09-24
Ord_1013,LOW,2009-12-18
Ord_1014,CRITICAL,2012-04-12
Ord_1015,CRITICAL,2009-06-01
Ord_1016,LOW,2011-02-16
Ord_1017,NOT SPECIFIED,2012-02-26
Ord_1018,MEDIUM,2012-07-10
Ord_1019,MEDIUM,2012-05-17
Ord_1020,HIGH,2009-01-22
Ord_1021,CRITICAL,2011-03-04
Ord_1022,CRITICAL,2011-06-22
Ord_1023,HIGH,2009-06-29
Ord_1024,MEDIUM,2012-03-27
Ord_1025,CRITICAL,2012-05-03
Ord_1026,LOW,2011-11-19
Ord_1027,MEDIUM,2010-11-13
Ord_1028,NOT SPECIFIED,2012-12-02
Ord_1029,HIGH,2010-10-29
Ord_1030,CRITICAL,2009-02-23
Ord_1031,NOT SPECIFIED,2010-05-20
Ord_1032,NOT SPECIFIED,2009-07-26
Ord_1033,NOT SPECIFIED,2012-09-05
Ord_1034,HIGH,2011-07-25
Ord_1035,HIGH,2011-09-08
Ord_1036,HIGH,2009-12-16
Ord_1037,CRITICAL,2010-08-17
Ord_1038,NOT SPECIFIED,2010-11-13
Ord_1039,HIGH,2010-03-23
Ord_1040,CRITICAL,2010-12-24
Ord_1041,MEDIUM,2010-11-21
Ord_1042,CRITICAL,2010-02-07
Ord_1043,HIGH,2009-05-08
Ord_1044,CRITICAL,2011-05-01
Ord_1045,LOW,2011-05-01
Ord_1046,CRITICAL,2009-07-29
Ord_1047,HIGH,2010-11-08
Ord_1048,CRITICAL,2012-08-30
Ord_1049,LOW,2009-09-06
Ord_1050,MEDIUM,2010-12-12
Ord_1051,NOT SPECIFIED,2012-06-02
Ord_1052,NOT SPECIFIED,2011-02-05
Ord_1053,NOT SPECIFIED,2010-12-14
Ord_1054,NOT SPECIFIED,2012-04-04
Ord_1055,NOT SPECIFIED,2010-05-30
Ord_1056,NOT SPECIFIED,2012-10-30
Ord_1057,LOW,2009-12-05
Ord_1058,NOT SPECIFIED,2010-07-22
Ord_1059,MEDIUM,2010-02-21
Ord_1060,HIGH,2010-12-12
Ord_1061,HIGH,2011-06-05
Ord_1062,NOT SPECIFIED,2010-11-21
Ord_1063,CRITICAL,2011-12-18
Ord_1064,CRITICAL,2010-04-03
Ord_1065,LOW,2012-01-11
Ord_1066,NOT SPECIFIED,2012-11-28
Ord_1067,CRITICAL,2009-05-16
Ord_1068,HIGH,2012-06-26
Ord_1069,NOT SPECIFIED,2011-08-20
Ord_1070,HIGH,2012-10-14
Ord_1071,HIGH,2009-08-06
Ord_1072,HIGH,2009-10-07
Ord_1073,NOT SPECIFIED,2012-08-03
Ord_1074,LOW,2011-12-31
Ord_1075,HIGH,2009-07-03
Ord_1076,LOW,2009-07-30
Ord_1077,LOW,2009-01-10
Ord_1078,HIGH,2012-11-07
Ord_1079,CRITICAL,2011-02-07
Ord_1080,MEDIUM,2010-08-22
Ord_1081,HIGH,2012-03-12
Ord_1082,MEDIUM,2011-11-09
Ord_1083,LOW,2012-11-01
Ord_1084,MEDIUM,2011-07-18
Ord_1085,NOT SPECIFIED,2010-09-29
Ord_1086,HIGH,2011-01-25
Ord_1087,NOT SPECIFIED,2009-06-25
Ord_1088,HIGH,2012-04-27
Ord_1089,LOW,2010-11-06
Ord_1090,LOW,2009-04-26
Ord_1091,LOW,2012-11-05
Ord_1092,NOT SPECIFIED,2010-09-05
Ord_1093,HIGH,2011-07-03
Ord_1094,NOT SPECIFIED,2009-01-12
Ord_1095,HIGH,2009-12-19
Ord_1096,LOW,2011-06-14
Ord_1097,LOW,2010-11-21
Ord_1098,MEDIUM,2009-12-06
Ord_1099,CRITICAL,2010-05-07
Ord_1100,CRITICAL,2011-02-20
Ord_1101,MEDIUM,2010-09-14
Ord_1102,CRITICAL,2011-12-04
Ord_1103,MEDIUM,2012-08-14
Ord_1104,NOT SPECIFIED,2011-08-18
Ord_1105,LOW,2011-01-06
Ord_1106,LOW,2009-05-10
Ord_1107,HIGH,2010-01-04
Ord_1108,LOW,2011-05-22
Ord_1109,LOW,2012-01-24
Ord_1110,HIGH,2010-07-21
Ord_1111,NOT SPECIFIED,2011-11-06
Ord_1112,NOT SPECIFIED,2012-07-05
Ord_1113,CRITICAL,2012-03-02
Ord_1114,CRITICAL,2011-09-16
Ord_1115,NOT SPECIFIED,2009-07-14
Ord_1116,HIGH,2011-10-29
Ord_1117,CRITICAL,2011-01-15
Ord_1118,CRITICAL,2010-10-14
Ord_1119,NOT SPECIFIED,2009-11-04
Ord_1120,CRITICAL,2009-07-02
Ord_1121,HIGH,2012-03-02
Ord_1122,MEDIUM,2011-02-04
Ord_1123,LOW,2011-03-18
Ord_1124,CRITICAL,2011-03-18
Ord_1125,LOW,2010-07-24
Ord_1126,HIGH,2012-10-17
Ord_1127,NOT SPECIFIED,2011-11-27
Ord_1128,MEDIUM,2009-03-05
Ord_1129,CRITICAL,2012-01-25
Ord_1130,LOW,2010-05-08
Ord_1131,MEDIUM,2009-09-28
Ord_1132,HIGH,2012-07-02
Ord_1133,MEDIUM,2010-10-04
Ord_1134,CRITICAL,2009-05-26
Ord_1135,CRITICAL,2010-02-20
Ord_1136,HIGH,2010-12-04
Ord_1137,LOW,2010-08-05
Ord_1138,MEDIUM,2011-12-09
Ord_1139,MEDIUM,2009-02-04
Ord_1140,HIGH,2012-05-28
Ord_1141,LOW,2012-08-05
Ord_1142,NOT SPECIFIED,2009-06-19
Ord_1143,MEDIUM,2010-03-02
Ord_1144,NOT SPECIFIED,2009-03-11
Ord_1145,NOT SPECIFIED,2011-09-07
Ord_1146,LOW,2010-07-23
Ord_1147,MEDIUM,2009-04-07
Ord_1148,NOT SPECIFIED,2012-03-23
Ord_1149,CRITICAL,2010-08-09
Ord_1150,MEDIUM,2011-06-29
Ord_1151,CRITICAL,2009-06-22
Ord_1152,MEDIUM,2012-01-21
Ord_1153,MEDIUM,2010-12-07
Ord_1154,NOT SPECIFIED,2012-09-02
Ord_1155,NOT SPECIFIED,2010-06-06
Ord_1156,CRITICAL,2010-12-14
Ord_1157,HIGH,2010-05-10
Ord_1158,MEDIUM,2011-04-12
Ord_1159,MEDIUM,2009-01-29
Ord_1160,HIGH,2009-12-12
Ord_1161,NOT SPECIFIED,2012-01-25
Ord_1162,LOW,2012-06-12
Ord_1163,LOW,2009-04-06
Ord_1164,NOT SPECIFIED,2009-04-10
Ord_1165,LOW,2009-09-24
Ord_1166,NOT SPECIFIED,2011-06-30
Ord_1167,CRITICAL,2009-01-03
Ord_1168,CRITICAL,2010-06-24
Ord_1169,HIGH,2012-04-22
Ord_1170,LOW,2010-04-22
Ord_1171,MEDIUM,2011-05-03
Ord_1172,NOT SPECIFIED,2010-12-12
Ord_1173,NOT SPECIFIED,2009-04-11
Ord_1174,NOT SPECIFIED,2011-03-15
Ord_1175,CRITICAL,2011-12-20
Ord_1176,LOW,2012-03-23
Ord_1177,LOW,2011-05-14
Ord_1178,HIGH,2009-06-11
Ord_1179,MEDIUM,2011-03-30
Ord_1180,MEDIUM,2011-04-19
Ord_1181,LOW,2009-02-06
Ord_1182,HIGH,2009-06-23
Ord_1183,HIGH,2011-02-05
Ord_1184,NOT SPECIFIED,2011-05-31
Ord_1185,MEDIUM,2012-07-05
Ord_1186,HIGH,2010-09-19
Ord_1187,HIGH,2012-12-20
Ord_1188,LOW,2011-07-21
Ord_1189,MEDIUM,2010-03-07
Ord_1190,NOT SPECIFIED,2010-07-19
Ord_1191,LOW,2009-06-12
Ord_1192,HIGH,2009-04-11
Ord_1193,NOT SPECIFIED,2012-10-13
Ord_1194,NOT SPECIFIED,2009-06-14
Ord_1195,CRITICAL,2009-02-26
Ord_1196,NOT SPECIFIED,2012-04-15
Ord_1197,MEDIUM,2010-06-20
Ord_1198,HIGH,2011-06-22
Ord_1199,MEDIUM,2012-06-24
Ord_1200,CRITICAL,2009-01-27
Ord_1201,LOW,2010-02-28
Ord_1202,MEDIUM,2012-01-30
Ord_1203,HIGH,2011-01-10
Ord_1204,HIGH,2009-04-28
Ord_1205,CRITICAL,2009-09-13
Ord_1206,HIGH,2011-09-27
Ord_1207,NOT SPECIFIED,2010-06-23
Ord_1208,CRITICAL,2010-02-22
Ord_1209,HIGH,2012-06-07
Ord_1210,HIGH,2010-01-21
Ord_1211,MEDIUM,2010-01-07
Ord_1212,NOT SPECIFIED,2012-12-01
Ord_1213,MEDIUM,2012-12-10
Ord_1214,LOW,2012-11-18
Ord_1215,NOT SPECIFIED,2012-12-15
Ord_1216,LOW,2012-10-27
Ord_1217,NOT SPECIFIED,2012-07-11
Ord_1218,HIGH,2012-07-09
Ord_1219,CRITICAL,2011-04-25
Ord_1220,CRITICAL,2011-12-31
Ord_1221,MEDIUM,2009-07-17
Ord_1222,NOT SPECIFIED,2010-01-16
Ord_1223,HIGH,2009-07-16
Ord_1224,MEDIUM,2010-05-15
Ord_1225,HIGH,2009-11-19
Ord_1226,MEDIUM,2010-02-10
Ord_1227,CRITICAL,2012-10-18
Ord_1228,HIGH,2009-03-08
Ord_1229,LOW,2012-10-12
Ord_1230,HIGH,2010-10-09
Ord_1231,HIGH,2011-07-03
Ord_1232,HIGH,2009-12-12
Ord_1233,MEDIUM,2012-12-18
Ord_1234,LOW,2010-10-23
Ord_1235,LOW,2009-02-14
Ord_1236,HIGH,2012-01-05
Ord_1237,LOW,2012-08-16
Ord_1238,MEDIUM,2012-04-10
Ord_1239,NOT SPECIFIED,2009-12-06
Ord_1240,MEDIUM,2010-09-25
Ord_1241,NOT SPECIFIED,2009-01-09
Ord_1242,NOT SPECIFIED,2012-10-19
Ord_1243,LOW,2011-04-06
Ord_1244,HIGH,2011-01-11
Ord_1245,HIGH,2012-08-28
Ord_1246,MEDIUM,2011-04-22
Ord_1247,NOT SPECIFIED,2009-06-10
Ord_1248,LOW,2011-04-26
Ord_1249,NOT SPECIFIED,2012-03-14
Ord_1250,LOW,2011-06-29
Ord_1251,CRITICAL,2009-01-05
Ord_1252,CRITICAL,2010-03-08
Ord_1253,HIGH,2011-01-18
Ord_1254,NOT SPECIFIED,2009-04-27
Ord_1255,MEDIUM,2011-10-05
Ord_1256,HIGH,2009-01-07
Ord_1257,LOW,2010-09-25
Ord_1258,HIGH,2012-04-29
Ord_1259,HIGH,2010-08-24
Ord_1260,MEDIUM,2009-03-16
Ord_1261,MEDIUM,2010-04-15
Ord_1262,CRITICAL,2010-02-20
Ord_1263,NOT SPECIFIED,2010-12-22
Ord_1264,LOW,2010-03-30
Ord_1265,MEDIUM,2010-09-29
Ord_1266,CRITICAL,2009-06-11
Ord_1267,NOT SPECIFIED,2009-06-21
Ord_1268,MEDIUM,2009-10-04
Ord_1269,CRITICAL,2012-01-19
Ord_1270,HIGH,2012-02-27
Ord_1271,MEDIUM,2012-07-12
Ord_1272,LOW,2012-06-01
Ord_1273,MEDIUM,2010-03-14
Ord_1274,LOW,2010-02-02
Ord_1275,LOW,2012-05-12
Ord_1276,NOT SPECIFIED,2012-03-15
Ord_1277,NOT SPECIFIED,2012-05-12
Ord_1278,LOW,2010-01-02
Ord_1279,MEDIUM,2009-08-17
Ord_1280,LOW,2012-08-17
Ord_1281,HIGH,2012-09-28
Ord_1282,HIGH,2012-03-20
Ord_1283,MEDIUM,2010-06-26
Ord_1284,NOT SPECIFIED,2009-08-09
Ord_1285,LOW,2010-06-16
Ord_1286,NOT SPECIFIED,2009-10-21
Ord_1287,LOW,2010-12-21
Ord_1288,HIGH,2009-03-28
Ord_1289,NOT SPECIFIED,2011-04-02
Ord_1290,HIGH,2009-12-21
Ord_1291,MEDIUM,2010-02-14
Ord_1292,HIGH,2011-09-25
Ord_1293,HIGH,2010-12-08
Ord_1294,LOW,2010-10-19
Ord_1295,NOT SPECIFIED,2010-12-30
Ord_1296,MEDIUM,2012-06-08
Ord_1297,HIGH,2011-09-15
Ord_1298,HIGH,2009-03-23
Ord_1299,MEDIUM,2010-03-25
Ord_1300,MEDIUM,2009-01-17
Ord_1301,NOT SPECIFIED,2012-07-14
Ord_1302,NOT SPECIFIED,2009-12-27
Ord_1303,HIGH,2011-10-22
Ord_1304,CRITICAL,2011-03-17
Ord_1305,CRITICAL,2010-10-26
Ord_1306,LOW,2009-06-13
Ord_1307,HIGH,2011-07-19
Ord_1308,HIGH,2010-01-22
Ord_1309,HIGH,2009-11-21
Ord_1310,NOT SPECIFIED,2011-10-07
Ord_1311,CRITICAL,2010-03-08
Ord_1312,LOW,2009-04-19
Ord_1313,CRITICAL,2012-02-19
Ord_1314,NOT SPECIFIED,2011-06-17
Ord_1315,HIGH,2012-05-18
Ord_1316,LOW,2009-12-14
Ord_1317,CRITICAL,2012-03-14
Ord_1318,MEDIUM,2011-09-12
Ord_1319,LOW,2010-10-21
Ord_1320,LOW,2012-04-29
Ord_1321,LOW,2012-03-11
Ord_1322,LOW,2011-11-14
Ord_1323,LOW,2011-03-16
Ord_1324,HIGH,2011-09-22
Ord_1325,HIGH,2009-11-22
Ord_1326,LOW,2010-09-28
Ord_1327,NOT SPECIFIED,2011-10-06
Ord_1328,NOT SPECIFIED,2009-09-29
Ord_1329,HIGH,2009-12-28
Ord_1330,LOW,2010-03-30
Ord_1331,MEDIUM,2011-04-11
Ord_1332,MEDIUM,2009-06-03
Ord_1333,LOW,2010-01-28
Ord_1334,CRITICAL,2011-03-17
Ord_1335,HIGH,2012-01-05
Ord_1336,NOT SPECIFIED,2009-05-24
Ord_1337,NOT SPECIFIED,2010-05-16
Ord_1338,LOW,2009-12-01
Ord_1339,HIGH,2011-05-01
Ord_1340,CRITICAL,2011-07-01
Ord_1341,NOT SPECIFIED,2012-05-20
Ord_1342,LOW,2009-11-02
Ord_1343,HIGH,2009-03-01
Ord_1344,MEDIUM,2012-08-15
Ord_1345,CRITICAL,2009-01-04
Ord_1346,CRITICAL,2009-10-13
Ord_1347,MEDIUM,2010-06-05
Ord_1348,CRITICAL,2012-02-23
Ord_1349,CRITICAL,2012-10-31
Ord_1350,LOW,2009-04-23
Ord_1351,MEDIUM,2009-08-16
Ord_1352,CRITICAL,2009-11-24
Ord_1353,MEDIUM,2010-01-10
Ord_1354,HIGH,2009-09-16
Ord_1355,LOW,2010-10-23
Ord_1356,CRITICAL,2009-12-20
Ord_1357,CRITICAL,2011-06-22
Ord_1358,LOW,2010-08-17
Ord_1359,MEDIUM,2010-04-20
Ord_1360,NOT SPECIFIED,2010-02-24
Ord_1361,NOT SPECIFIED,2011-12-09
Ord_1362,LOW,2010-12-12
Ord_1363,LOW,2009-11-30
Ord_1364,HIGH,2011-07-06
Ord_1365,LOW,2012-06-11
Ord_1366,LOW,2010-03-08
Ord_1367,CRITICAL,2009-04-08
Ord_1368,MEDIUM,2012-12-02
Ord_1369,NOT SPECIFIED,2011-07-18
Ord_1370,MEDIUM,2009-07-22
Ord_1371,MEDIUM,2009-11-15
Ord_1372,NOT SPECIFIED,2012-06-15
Ord_1373,NOT SPECIFIED,2010-10-13
Ord_1374,HIGH,2009-12-04
Ord_1375,NOT SPECIFIED,2012-04-03
Ord_1376,MEDIUM,2009-05-21
Ord_1377,HIGH,2010-08-11
Ord_1378,HIGH,2012-04-27
Ord_1379,NOT SPECIFIED,2010-02-20
Ord_1380,NOT SPECIFIED,2009-08-14
Ord_1381,NOT SPECIFIED,2010-03-07
Ord_1382,NOT SPECIFIED,2009-02-12
Ord_1383,HIGH,2011-09-10
Ord_1384,CRITICAL,2009-01-10
Ord_1385,CRITICAL,2011-01-09
Ord_1386,HIGH,2012-09-05
Ord_1387,LOW,2009-02-12
Ord_1388,MEDIUM,2010-02-10
Ord_1389,NOT SPECIFIED,2011-08-09
Ord_1390,HIGH,2010-07-20
